,bathrooms,bedrooms,beds,room_type,accommodates,bed_type,guests_included,minimum_nights,maximum_nights,cancellation_policy,require_guest_phone_verification,require_guest_profile_picture,host_has_profile_pic,host_identity_verified,price,price_per_person,accom_per_bed,baths_per_bed,extra_guest_ratio,price_surge_percent,price_std_percent,cleaning_fee_percent,guest_fee_percent,property_type_Apartment,property_type_House,property_type_Other,neighborhood_Ballard,neighborhood_Beacon Hill,neighborhood_Capitol Hill,neighborhood_Cascade,neighborhood_Central Area,neighborhood_Downtown,neighborhood_Other neighborhoods,neighborhood_Queen Anne,neighborhood_Rainier Valley,neighborhood_University District,neighborhood_West Seattle
1054,2.0,2.0,2.0,2,4,1,4,3,1125,2,0,0,1,1,149.0,37.25,2.0,1.0,1.0,0.0,0.0,16.778523489932887,16.778523489932887,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1055,3.0,3.0,3.0,2,8,1,6,2,180,2,0,0,1,0,250.0,31.25,2.6666666666666665,1.0,0.75,-30.916129032258066,6.467426415669072,48.0,10.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1056,1.0,1.0,2.0,1,4,1,2,1,1125,2,0,0,1,1,69.0,17.25,2.0,0.5,0.5,20.467836257309948,22.703372776618945,28.985507246376812,50.72463768115942,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1057,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,1,65.0,32.5,2.0,1.0,0.5,13.112750263435192,16.64589963735644,0.0,30.76923076923077,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1058,0.5,1.0,1.0,1,2,1,1,1,1125,1,0,0,1,0,40.0,20.0,2.0,0.5,0.5,-0.9493670886075889,3.3326232609486093,50.0,25.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1059,1.5,1.0,1.0,1,2,1,1,2,365,0,0,0,1,0,60.0,30.0,2.0,1.5,0.5,2.3809523809523947,3.7702309054370553,50.0,58.333333333333336,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1060,2.0,2.0,2.0,2,4,1,1,3,1125,1,0,0,1,1,149.0,37.25,2.0,1.0,0.25,0.0,0.0,50.33557046979866,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1061,1.0,1.0,1.0,2,2,1,2,1,1125,1,0,0,1,1,115.0,57.5,2.0,1.0,1.0,0.0,0.0,26.08695652173913,17.391304347826086,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1062,1.0,1.0,3.0,2,6,1,2,1,60,2,1,1,1,1,79.0,13.166666666666666,2.0,0.3333333333333333,0.3333333333333333,10.82018380440437,17.164610889240027,94.9367088607595,18.9873417721519,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1063,1.0,0.0,1.0,2,2,1,1,2,1125,2,0,0,1,1,129.0,64.5,2.0,1.0,0.5,4.624735729386886,7.351990968178186,38.759689922480625,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1064,1.0,0.0,1.0,2,2,1,1,2,1125,1,0,0,1,1,100.0,50.0,2.0,1.0,0.5,24.29223744292237,11.645626970656958,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1065,1.0,1.0,2.0,2,2,1,1,2,1125,2,0,0,1,1,76.0,38.0,1.0,0.5,0.5,163.6353695874034,91.67703979448909,130.26315789473685,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1066,2.0,1.0,1.0,1,2,1,1,1,1125,2,0,0,1,1,95.0,47.5,2.0,2.0,0.5,-1.3157894736842146,6.567278125336628,31.57894736842105,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1067,1.0,1.0,2.0,2,4,1,1,2,1125,2,0,0,1,1,100.0,25.0,2.0,0.5,0.25,113.43175487465177,76.08738870965956,99.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1068,2.0,2.0,3.0,2,6,0,1,2,1125,2,0,0,1,1,137.0,22.833333333333332,2.0,0.6666666666666666,0.16666666666666666,111.99136992378112,83.48651843060532,72.26277372262774,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1069,0.0,1.0,8.0,0,8,1,1,1,1125,1,0,0,1,1,38.0,4.75,1.0,0.0,0.125,1.492767005232376,2.3758830862657874,15.789473684210526,115.78947368421053,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1070,2.5,2.0,2.0,2,4,1,4,6,180,2,0,0,1,1,450.0,139.25,2.0,1.25,1.0,0.0,0.0,32.31597845601436,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1071,1.0,1.0,3.0,2,6,1,2,1,1125,2,0,0,1,1,160.0,26.666666666666668,2.0,0.3333333333333333,0.3333333333333333,48.511904761904766,14.891759579578773,15.625,9.375,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1072,1.0,0.0,1.0,2,2,1,2,2,29,1,0,0,1,1,179.0,89.5,2.0,1.0,1.0,-2.0531515323675142,11.698888215497787,0.0,16.75977653631285,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1073,8.0,1.0,8.0,0,8,1,1,1,1125,0,0,0,1,1,41.0,5.125,1.0,1.0,0.125,4.181184668989557,6.650739699417242,0.0,109.75609756097562,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1074,1.0,1.0,2.0,2,4,1,1,1,1125,2,1,0,1,1,97.0,24.25,2.0,0.5,0.25,101.59730176912309,65.5695227394033,77.31958762886599,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1075,1.0,0.0,1.0,2,3,1,1,1,1125,2,0,0,1,1,99.0,33.0,3.0,1.0,0.3333333333333333,27.561327561327566,28.01828615157811,60.60606060606061,25.252525252525253,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1076,1.0,0.0,1.0,2,2,1,1,2,1125,1,0,0,1,1,149.0,74.5,2.0,1.0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1077,1.0,1.0,1.0,2,3,1,2,2,1125,2,1,1,1,1,199.0,66.33333333333333,3.0,1.0,0.6666666666666666,17.845986690207805,18.906026698499208,30.15075376884422,10.050251256281408,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1078,1.0,1.0,1.0,2,3,1,2,1,29,1,0,0,1,1,157.0,52.333333333333336,3.0,1.0,0.6666666666666666,-5.658036231284635,19.392504015985963,0.0,25.477707006369428,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1079,1.0,0.0,2.0,2,4,1,2,2,1125,1,0,0,1,1,170.0,42.5,2.0,0.5,0.5,3.2849503437738736,5.295057927820017,29.411764705882355,14.705882352941178,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1080,1.0,1.0,2.0,2,4,1,1,2,120,2,1,0,1,1,85.0,21.25,2.0,0.5,0.25,113.40576995129261,72.28117818888819,88.23529411764706,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1081,2.0,2.0,2.0,2,4,1,1,2,1125,2,0,0,1,1,299.0,74.75,2.0,1.0,0.25,-1.4393971466068356,2.766420956048626,21.40468227424749,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1082,1.0,1.0,1.0,2,2,1,1,2,20,1,0,0,1,1,95.0,47.5,2.0,1.0,0.5,8.826754385964918,14.81160709609133,26.31578947368421,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1083,1.0,1.0,2.0,2,4,1,1,1,1125,2,1,0,1,1,99.0,24.75,2.0,0.5,0.25,105.90196840196842,70.37312285923498,75.75757575757575,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1084,1.0,1.0,2.0,2,3,1,2,2,1125,0,0,0,1,1,165.0,55.0,1.5,0.5,0.6666666666666666,9.318181818181825,10.49359147480021,39.39393939393939,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1085,1.0,0.0,2.0,2,4,1,2,1,14,1,0,0,1,1,114.0,28.5,2.0,0.5,0.5,18.609022556390986,20.726934860431307,39.473684210526315,21.929824561403507,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1086,2.0,2.0,2.0,2,5,1,1,7,365,2,1,1,1,1,311.0,62.2,2.5,1.0,0.2,0.0,0.0,36.33440514469453,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1087,1.0,0.0,1.0,2,2,1,1,2,1125,2,0,0,1,1,160.0,80.0,2.0,1.0,0.5,0.0,0.0,31.25,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1088,1.0,0.0,2.0,2,3,1,2,2,1125,1,0,0,1,1,100.0,33.333333333333336,1.5,0.5,0.6666666666666666,41.54054054054055,22.163663214765126,0.0,20.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1089,1.0,1.0,1.0,2,3,1,1,2,1125,1,0,0,1,0,150.0,50.0,3.0,1.0,0.3333333333333333,-9.960199004975134,14.308708279216878,33.33333333333333,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1090,2.0,1.0,2.0,2,4,1,1,7,30,2,0,0,1,1,357.0,89.25,2.0,1.0,0.25,9.838348747320168,14.9499707357107,21.008403361344538,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1091,1.0,1.0,2.0,2,3,1,2,2,180,2,0,0,1,0,135.0,45.0,1.5,0.5,0.6666666666666666,11.332700221589098,15.066309233095353,55.55555555555556,14.814814814814813,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1092,1.0,2.0,2.0,2,4,1,1,3,1125,2,0,0,1,1,110.0,27.5,2.0,0.5,0.25,27.019420208274703,22.257420073325324,90.9090909090909,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1093,1.0,1.0,1.0,2,4,1,1,2,1125,1,0,0,1,1,75.0,18.75,4.0,1.0,0.25,20.606060606060606,33.099177566150416,93.33333333333333,26.666666666666668,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1094,1.0,1.0,1.0,2,2,1,2,2,21,2,0,0,1,1,138.0,69.0,2.0,1.0,1.0,10.99579242636748,15.76548473895422,36.231884057971016,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1095,1.0,1.0,1.0,2,2,1,2,4,60,1,0,0,1,1,129.0,64.5,2.0,1.0,1.0,0.0,0.0,38.759689922480625,31.007751937984494,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1096,1.0,1.0,1.0,2,2,1,1,2,1125,1,0,0,1,1,120.0,60.0,2.0,1.0,0.5,-6.835347432024175,11.984789573300803,33.33333333333333,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1097,1.0,1.0,1.0,2,4,1,2,2,90,2,0,0,1,1,95.0,23.75,4.0,1.0,0.5,16.85393258426966,27.975027743088603,0.0,10.526315789473683,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1098,1.0,1.0,1.0,2,2,1,1,10,30,2,0,0,1,1,140.0,70.0,2.0,1.0,0.5,0.0,0.0,35.714285714285715,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1099,1.0,1.0,1.0,2,2,1,2,2,1125,1,0,0,1,1,95.0,47.5,2.0,1.0,1.0,3.3073424301494514,16.44676040832918,26.31578947368421,26.31578947368421,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1100,1.0,1.0,1.0,2,3,1,1,2,21,1,0,0,1,1,91.0,30.333333333333332,3.0,1.0,0.3333333333333333,0.0,0.0,82.41758241758241,27.472527472527474,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1101,1.0,1.0,2.0,2,3,1,1,1,1125,2,0,0,1,1,135.0,45.0,1.5,0.5,0.3333333333333333,0.0,0.0,14.814814814814813,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1102,1.0,1.0,1.0,2,4,1,2,3,365,2,0,0,1,1,95.0,23.75,4.0,1.0,0.5,24.3732057416268,21.951926695078697,73.68421052631578,10.526315789473683,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1103,1.0,1.0,1.0,2,3,1,2,2,7,1,0,0,1,1,140.0,46.666666666666664,3.0,1.0,0.6666666666666666,2.0408163265306145,3.2312555294033727,25.0,7.142857142857142,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1104,1.0,2.0,2.0,2,4,1,1,3,1125,2,0,0,1,1,125.0,31.25,2.0,0.5,0.25,23.567371601208475,22.465540454640102,80.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1105,1.0,1.0,1.0,2,3,0,3,2,1125,0,0,0,1,0,150.0,50.0,3.0,1.0,1.0,0.0,0.0,20.0,20.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1106,1.5,2.0,3.0,2,4,1,4,1,1125,0,1,0,1,1,129.0,32.25,1.3333333333333333,0.5,1.0,0.0,0.0,27.131782945736433,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1107,1.0,1.0,1.0,0,1,0,1,1,1125,0,0,0,1,1,50.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1108,1.0,1.0,2.0,2,4,1,2,1,1125,2,0,0,1,1,85.0,21.25,2.0,0.5,0.5,-7.288218908733413,16.817890280082377,41.17647058823529,23.52941176470588,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1109,1.0,0.0,1.0,2,2,1,2,3,1125,1,0,0,1,1,82.0,41.0,2.0,1.0,1.0,0.0,0.0,36.58536585365854,18.29268292682927,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1110,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,1,103.0,51.5,2.0,1.0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1111,1.0,1.0,1.0,1,2,1,1,1,95,0,0,0,1,1,59.0,29.5,2.0,1.0,0.5,0.0,0.0,8.47457627118644,16.94915254237288,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1112,1.0,1.0,1.0,2,4,1,1,2,1125,0,0,0,1,1,150.0,37.5,4.0,1.0,0.25,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1113,1.0,1.0,1.0,2,2,1,2,2,21,2,0,0,1,1,115.0,57.5,2.0,1.0,1.0,0.08525149190110604,0.8609978634579754,43.47826086956522,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1114,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,1,100.0,50.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1115,1.0,2.0,4.0,2,8,1,1,2,1125,1,0,0,1,1,300.0,37.5,2.0,0.25,0.125,0.8709315375982074,12.204902146436144,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1116,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,1,68.0,34.0,2.0,1.0,0.5,0.0,0.0,7.352941176470589,14.705882352941178,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1117,1.0,1.0,1.0,1,3,0,2,1,1125,0,0,0,1,0,52.0,17.333333333333332,3.0,1.0,0.6666666666666666,0.0,0.0,0.0,105.76923076923077,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1118,1.0,0.0,1.0,2,2,1,1,1,1125,2,0,0,1,0,91.0,45.5,2.0,1.0,0.5,7.70538984824698,41.50644749792593,54.94505494505495,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1119,1.0,1.0,1.0,1,2,1,1,1,1125,1,0,0,1,1,59.0,29.5,2.0,1.0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1120,1.0,0.0,1.0,2,2,1,1,3,1125,2,0,0,1,1,129.0,64.5,2.0,1.0,0.5,0.0,0.0,38.759689922480625,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1121,1.0,1.0,1.0,2,3,1,2,1,1125,0,0,0,1,1,125.0,41.666666666666664,3.0,1.0,0.6666666666666666,0.0,0.0,8.0,32.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1122,1.0,1.0,1.0,1,2,1,1,2,1125,1,0,0,1,1,195.0,97.5,2.0,1.0,0.5,0.0,0.0,12.82051282051282,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1123,1.0,1.0,1.0,1,2,1,1,1,1125,1,0,0,1,1,58.0,29.0,2.0,1.0,0.5,0.0,0.0,8.620689655172415,17.24137931034483,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1124,2.5,3.0,3.0,2,8,1,5,2,1125,0,0,0,1,0,450.0,75.0,2.6666666666666665,0.8333333333333334,0.625,-0.28455284552846294,6.084714667958313,24.166666666666668,16.666666666666664,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1125,1.0,1.0,1.0,2,2,1,2,2,1125,0,0,0,1,1,89.0,44.5,2.0,1.0,1.0,0.0,0.0,39.325842696629216,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1126,1.0,0.0,2.0,2,4,1,1,1,1125,0,0,0,1,1,100.0,25.0,2.0,0.5,0.25,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1127,1.0,2.0,2.0,2,3,1,1,2,1125,2,0,0,1,1,125.0,41.666666666666664,1.5,0.5,0.3333333333333333,0.0,0.0,40.0,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1128,1.0,1.0,1.0,1,2,1,1,2,14,2,0,0,1,0,82.0,41.0,2.0,1.0,0.5,-3.7632592392405906,6.866892689428078,36.58536585365854,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1129,1.0,2.0,2.0,2,4,0,1,7,730,2,0,0,1,0,225.0,56.25,2.0,0.5,0.25,0.0,0.0,66.66666666666666,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1130,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,1,55.0,27.5,2.0,1.0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1131,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,0,90.0,45.0,2.0,1.0,0.5,0.0,0.0,38.88888888888889,11.11111111111111,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1132,1.0,1.0,1.0,2,2,1,2,1,1125,2,0,0,1,0,134.0,67.0,2.0,1.0,1.0,5.305249453666239,7.050064790741831,58.95522388059702,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1133,1.0,1.0,1.0,1,2,0,1,1,1125,1,0,0,1,1,42.0,21.0,2.0,1.0,0.5,6.823027718550101,10.781759488264415,0.0,23.809523809523807,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1134,1.0,1.0,1.0,2,2,1,2,2,1125,2,0,1,1,1,125.0,62.5,2.0,1.0,1.0,-0.056637168141593364,0.36484805288141775,32.0,16.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1135,1.0,2.0,2.0,2,6,1,4,1,1125,1,0,0,1,1,115.0,19.166666666666668,3.0,0.5,0.6666666666666666,17.10326086956522,30.550383506575724,34.78260869565217,17.391304347826086,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1136,1.0,1.0,1.0,2,3,1,1,1,9,2,0,0,1,0,125.0,41.666666666666664,3.0,1.0,0.3333333333333333,0.0,0.0,16.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1137,1.0,1.0,1.0,1,2,1,1,2,14,1,0,0,1,1,55.0,27.5,2.0,1.0,0.5,24.2627960275019,8.25913468671828,18.181818181818183,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1138,2.0,2.0,3.0,2,6,1,1,3,10,0,0,0,1,1,450.0,91.66666666666667,2.0,0.6666666666666666,0.16666666666666666,-4.263636363636369,16.051791241938094,10.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1139,1.0,1.0,1.0,2,2,1,1,2,1125,0,0,0,1,0,90.0,45.0,2.0,1.0,0.5,0.8547008547008517,3.0816677568068283,44.44444444444444,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1140,1.0,1.0,1.0,2,3,1,1,2,10,0,0,0,1,1,100.0,33.333333333333336,3.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1141,1.0,1.0,1.0,2,2,1,1,1,1125,0,0,0,1,1,95.0,47.5,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1142,1.0,1.0,2.0,2,4,1,2,4,1125,0,0,0,1,1,110.0,27.5,2.0,0.5,0.5,0.0,0.0,13.636363636363635,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1143,1.0,0.0,1.0,2,2,1,1,2,1125,0,0,0,1,1,80.0,40.0,2.0,1.0,0.5,7.12328767123287,11.300035502083013,12.5,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1144,2.0,1.0,1.0,1,4,1,1,30,1125,1,0,0,1,1,100.0,25.0,4.0,2.0,0.25,0.0,0.0,25.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1145,1.0,0.0,1.0,2,2,1,1,7,90,0,0,0,1,1,90.0,45.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1146,2.0,1.0,1.0,0,1,1,1,1,1125,1,0,0,1,1,100.0,100.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1147,1.5,1.0,1.0,2,2,1,1,1,1125,0,0,0,1,1,88.0,44.0,2.0,1.5,0.5,0.0,0.0,113.63636363636364,56.81818181818182,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1148,1.0,1.0,1.0,1,2,1,1,2,30,2,0,0,1,0,59.0,29.5,2.0,1.0,0.5,4.760997905160913,7.660756181450316,67.79661016949152,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1149,1.0,1.0,1.0,2,4,1,2,2,1125,2,1,1,1,1,183.0,45.75,4.0,1.0,0.5,71.05974089764844,24.70958227729651,32.78688524590164,16.39344262295082,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1150,1.0,0.0,1.0,2,2,1,2,1,9,1,0,0,1,1,135.0,67.5,2.0,1.0,1.0,0.0,0.0,18.51851851851852,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1151,1.0,1.0,1.0,2,2,1,2,3,31,2,1,1,1,1,220.0,110.0,2.0,1.0,1.0,0.0,0.0,18.181818181818183,11.363636363636363,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1152,1.0,1.0,1.0,2,3,1,2,2,1125,2,1,1,1,1,183.0,61.0,3.0,1.0,0.6666666666666666,21.693121693121697,18.735475467323685,32.78688524590164,16.39344262295082,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1153,1.0,1.0,1.0,1,2,1,2,2,30,0,0,0,1,1,115.0,57.5,2.0,1.0,1.0,0.0,0.0,43.47826086956522,43.47826086956522,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1154,1.0,1.0,4.0,0,4,1,1,1,1125,0,0,0,1,0,100.0,25.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1155,1.0,1.0,1.0,2,3,1,2,2,1125,2,1,1,1,1,183.0,61.0,3.0,1.0,0.6666666666666666,22.2808267997149,19.280779692696335,32.78688524590164,16.39344262295082,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1156,1.0,1.0,1.0,2,2,1,1,2,365,2,0,0,1,1,115.0,57.5,2.0,1.0,0.5,5.017818959372766,7.892537368955561,43.47826086956522,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1157,1.0,1.0,1.0,1,2,1,1,1,1125,1,0,0,1,0,75.0,37.5,2.0,1.0,0.5,0.0,0.0,33.33333333333333,20.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1158,1.0,0.0,1.0,2,2,1,1,3,1125,0,0,0,1,1,110.0,55.0,2.0,1.0,0.5,0.0,0.0,45.45454545454545,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1159,1.0,1.0,1.0,2,3,1,2,2,1125,2,1,1,1,1,183.0,61.0,3.0,1.0,0.6666666666666666,13.187011696698736,8.028306914237028,32.78688524590164,16.39344262295082,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1160,1.0,1.0,1.0,1,2,1,1,1,1125,1,0,0,1,1,220.0,110.0,2.0,1.0,0.5,-9.527393136664664,18.481105218260495,25.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1161,1.0,1.0,1.0,2,3,1,1,1,1125,2,0,0,1,1,119.0,39.666666666666664,3.0,1.0,0.3333333333333333,4.801920768307322,7.653488328389699,50.42016806722689,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1162,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,0,75.0,37.5,2.0,1.0,0.5,30.909090909090907,30.216005576630945,33.33333333333333,13.333333333333334,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1163,2.5,3.0,3.0,2,6,1,1,1,1125,1,0,0,1,1,200.0,33.333333333333336,2.0,0.8333333333333334,0.16666666666666666,0.0,0.0,37.5,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1164,2.0,3.0,3.0,2,7,1,6,2,1125,2,0,0,1,1,229.0,32.714285714285715,2.3333333333333335,0.6666666666666666,0.8571428571428571,1.2266326480545597,1.9737319419457147,65.50218340611353,10.91703056768559,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1165,3.5,3.0,5.0,2,10,1,6,1,180,1,0,0,1,1,333.0,33.3,2.0,0.7,0.6,-7.783920283920287,19.179326083773923,39.03903903903904,9.00900900900901,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1166,1.0,1.0,1.0,1,1,1,1,2,1125,0,0,0,1,0,41.0,41.0,1.0,1.0,1.0,-0.5792682926829218,9.170788237588752,24.390243902439025,85.36585365853658,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1167,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,1,70.0,35.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1168,1.0,1.0,1.0,1,1,1,1,1,1125,1,0,0,1,1,55.0,55.0,1.0,1.0,1.0,0.0,0.0,36.36363636363637,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1169,1.0,1.0,2.0,1,2,1,1,1,1125,1,0,0,1,1,70.0,35.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1170,1.0,1.0,2.0,2,4,1,4,2,29,2,0,0,1,1,97.0,24.25,2.0,0.5,1.0,22.94349781271987,35.99848443324126,123.71134020618557,10.309278350515463,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1171,3.5,5.0,7.0,2,12,1,1,3,1125,2,0,0,1,1,350.0,29.166666666666668,1.7142857142857142,0.5,0.08333333333333333,92.90123456790123,25.72014422402329,71.42857142857143,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1172,1.0,2.0,4.0,2,6,1,6,2,180,1,0,0,1,1,200.0,33.333333333333336,1.5,0.25,1.0,-1.1989247311828044,6.795764041782236,50.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1173,2.5,3.0,3.0,2,5,1,1,2,1125,1,0,0,1,1,225.0,45.0,1.6666666666666667,0.8333333333333334,0.2,0.0,0.0,44.44444444444444,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1174,1.0,1.0,2.0,2,4,1,1,1,1125,0,0,0,1,0,115.0,28.75,2.0,0.5,0.25,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
