,bathrooms,bedrooms,beds,room_type,accommodates,bed_type,guests_included,minimum_nights,maximum_nights,cancellation_policy,require_guest_phone_verification,require_guest_profile_picture,host_has_profile_pic,host_identity_verified,price,price_per_person,accom_per_bed,baths_per_bed,extra_guest_ratio,price_surge_percent,price_std_percent,cleaning_fee_percent,guest_fee_percent,property_type_Apartment,property_type_House,property_type_Other,neighborhood_Ballard,neighborhood_Beacon Hill,neighborhood_Capitol Hill,neighborhood_Cascade,neighborhood_Central Area,neighborhood_Downtown,neighborhood_Other neighborhoods,neighborhood_Queen Anne,neighborhood_Rainier Valley,neighborhood_University District,neighborhood_West Seattle
2009,1.0,1.0,1.0,1,1,1,1,1,1125,1,0,0,1,0,55.0,55.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2010,1.0,1.0,1.0,1,2,1,1,2,1125,1,1,1,1,1,68.0,34.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011,1.0,1.0,1.0,2,2,1,2,7,60,2,0,0,1,0,60.0,30.0,2.0,1.0,1.0,0.0,0.0,50.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,1.0,1.0,1.0,2,2,1,1,3,60,1,0,0,1,0,90.0,45.0,2.0,1.0,0.5,1.5518311607697122,2.4996018393254027,38.88888888888889,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,1.5,3.0,4.0,2,8,1,4,2,28,2,0,0,1,1,139.0,17.375,2.0,0.375,0.5,5.473459070581366,9.312200209941542,71.94244604316546,7.194244604316546,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2014,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,0,51.0,25.5,2.0,1.0,0.5,0.0,0.0,9.803921568627452,9.803921568627452,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2015,1.0,1.0,1.0,1,2,1,2,1,1125,0,0,0,1,1,50.0,25.0,2.0,1.0,1.0,5.698630136986305,9.04002840166641,0.0,30.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,1.0,2.0,2.0,2,4,1,1,3,90,2,0,0,1,1,115.0,28.75,2.0,0.5,0.25,0.0,0.0,65.21739130434783,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2017,1.0,1.0,2.0,2,3,1,2,2,28,0,0,0,1,1,80.0,26.666666666666668,1.5,0.5,0.6666666666666666,0.0,0.0,31.25,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2018,1.0,1.0,1.0,2,2,1,1,2,1125,0,0,0,1,1,95.0,47.5,2.0,1.0,0.5,0.0,0.0,21.052631578947366,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,2.0,1.0,1.0,1,2,1,1,2,30,2,0,0,1,1,85.0,42.5,2.0,2.0,0.5,10.023102896747815,15.939307973253683,35.294117647058826,23.52941176470588,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2020,1.0,1.0,1.0,2,3,1,1,1,1125,0,0,0,1,0,75.0,25.0,3.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,1.0,2.0,6.0,2,5,1,1,3,1125,1,0,0,1,1,100.0,20.0,0.8333333333333334,0.16666666666666666,0.2,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,1.0,1.0,1.0,1,2,1,0,1,30,0,0,0,1,1,63.0,31.5,2.0,1.0,0.0,0.0,0.0,79.36507936507937,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2023,1.0,2.0,1.0,2,4,1,1,2,8,1,0,0,1,1,100.0,25.0,4.0,1.0,0.25,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2024,1.0,2.0,3.0,2,5,1,3,2,1125,2,0,0,1,1,135.0,27.0,1.6666666666666667,0.3333333333333333,0.6,-11.02396514161219,7.619033209978186,70.37037037037037,7.4074074074074066,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2025,2.0,2.0,2.0,2,4,1,4,2,1125,0,0,0,1,0,125.0,31.25,2.0,1.0,1.0,0.0,0.0,48.0,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2026,1.0,1.0,2.0,2,4,1,2,2,21,1,0,0,1,1,69.0,17.25,2.0,0.5,0.5,0.0,0.0,72.46376811594203,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2027,1.0,1.0,3.0,1,4,1,4,1,1125,1,0,0,1,1,280.0,70.0,1.3333333333333333,0.3333333333333333,1.0,0.0,0.0,17.857142857142858,14.285714285714285,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2028,1.0,1.0,3.0,2,4,1,2,1,1125,1,0,0,1,0,160.0,40.0,1.3333333333333333,0.3333333333333333,0.5,0.0,0.0,37.5,6.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2029,1.0,1.0,2.0,2,4,1,1,7,31,1,0,0,1,0,75.0,18.75,2.0,0.5,0.25,0.0,0.0,66.66666666666666,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2030,1.0,3.0,3.0,2,5,1,1,1,365,1,0,0,1,0,98.0,19.6,1.6666666666666667,0.3333333333333333,0.2,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2031,1.0,2.0,2.0,2,3,1,2,1,1125,1,0,0,1,1,109.0,36.333333333333336,1.5,0.5,0.6666666666666666,0.0,0.0,68.80733944954129,22.93577981651376,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2032,1.0,3.0,3.0,2,5,1,1,2,60,0,0,0,1,0,125.0,25.0,1.6666666666666667,0.3333333333333333,0.2,0.0,0.0,80.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2033,2.0,4.0,3.0,2,5,1,2,1,1125,0,0,0,1,0,225.0,45.0,1.6666666666666667,0.6666666666666666,0.4,3.2032032032031976,5.040529043409544,22.22222222222222,11.11111111111111,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2034,1.0,1.0,1.0,1,2,1,2,1,7,2,0,0,1,0,69.0,34.5,2.0,1.0,1.0,0.0,0.0,14.492753623188406,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2035,1.0,2.0,3.0,2,4,1,2,1,30,0,0,0,1,0,75.0,18.75,1.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,26.666666666666668,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2036,3.0,4.0,5.0,2,10,1,6,2,180,2,0,0,1,0,300.0,30.0,2.0,0.6,0.6,-10.821656050955408,13.696003985109781,53.0,8.333333333333332,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2037,1.0,1.0,1.0,1,2,1,0,2,30,2,0,0,1,1,60.0,30.0,2.0,1.0,0.0,0.0,0.0,66.66666666666666,33.33333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2038,1.0,1.0,2.0,1,2,1,1,1,1125,0,0,0,1,0,43.0,21.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2039,1.0,1.0,1.0,1,2,1,2,3,30,1,1,1,1,1,85.0,42.5,2.0,1.0,1.0,8.798391151332318,17.180797169327256,58.82352941176471,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2040,1.0,1.0,1.0,1,2,0,1,1,1125,0,0,0,1,1,110.0,55.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2041,1.0,1.0,1.0,1,2,1,1,1,1125,2,0,0,1,1,52.0,26.0,2.0,1.0,0.5,-0.40042149631189794,2.1763092793711114,38.46153846153847,9.615384615384617,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2042,1.0,1.0,1.0,1,2,1,2,3,30,1,1,1,1,1,100.0,50.0,2.0,1.0,1.0,6.506849315068486,10.984658742231163,50.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2043,1.0,1.0,1.0,1,1,1,1,1,21,2,0,0,1,1,50.0,50.0,1.0,1.0,1.0,2.9333333333333433,10.062517754811223,20.0,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2044,1.0,1.0,1.0,1,2,1,0,2,21,0,0,0,1,1,35.0,17.5,2.0,1.0,0.0,11.220488195278122,18.868537368353067,142.85714285714286,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2045,1.0,1.0,1.0,1,2,1,2,2,30,1,0,0,1,1,66.0,33.0,2.0,1.0,1.0,0.0,0.0,30.303030303030305,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2046,1.0,2.0,2.0,2,4,1,4,2,365,1,0,0,1,1,99.0,24.75,2.0,0.5,1.0,0.0,0.0,80.8080808080808,25.252525252525253,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2047,1.0,2.0,3.0,2,7,1,2,1,1125,2,0,0,1,1,89.0,12.714285714285714,2.3333333333333335,0.3333333333333333,0.2857142857142857,3.18692543411645,5.073980331993195,50.56179775280899,28.08988764044944,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2048,1.0,2.0,4.0,2,4,1,4,2,28,2,0,0,1,1,150.0,37.5,1.0,0.25,1.0,0.0,0.0,33.33333333333333,33.33333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2049,1.0,1.0,1.0,2,1,1,1,1,1125,0,0,0,1,0,90.0,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2050,1.0,1.0,1.0,1,2,1,1,1,1125,2,0,0,1,1,45.0,22.5,2.0,1.0,0.5,0.0,0.0,0.0,44.44444444444444,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2051,1.5,1.0,1.0,1,2,1,1,1,10,0,0,0,1,1,60.0,30.0,2.0,1.5,0.5,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2052,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,1,50.0,25.0,2.0,1.0,0.5,0.0,0.0,30.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2053,2.0,3.0,3.0,2,10,1,6,3,730,2,0,0,1,0,215.0,21.5,3.3333333333333335,0.6666666666666666,0.6,3.3781381125097765,5.2871869567896015,0.0,9.30232558139535,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2054,1.0,0.0,1.0,2,2,1,1,1,1125,0,0,0,1,0,138.0,69.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2055,1.0,0.0,2.0,2,4,1,1,1,1125,0,0,0,1,0,375.0,93.75,2.0,0.5,0.25,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2056,2.5,3.0,3.0,2,6,1,4,2,1125,2,0,0,1,0,270.0,45.0,2.0,0.8333333333333334,0.6666666666666666,0.0,0.0,20.37037037037037,3.7037037037037033,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2057,4.0,5.0,5.0,2,9,1,1,3,1125,2,0,0,1,1,450.0,55.0,1.8,0.8,0.1111111111111111,0.0,0.0,30.303030303030305,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2058,1.5,2.0,3.0,2,4,1,1,2,1125,1,0,0,1,1,165.0,41.25,1.3333333333333333,0.5,0.25,0.0,0.0,45.45454545454545,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2059,2.0,1.0,2.0,2,4,1,4,2,365,2,0,0,1,1,129.0,32.25,2.0,1.0,1.0,55.74427314693842,42.34136235569884,77.51937984496125,19.379844961240313,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2060,1.0,1.0,2.0,1,2,1,1,2,180,2,0,0,1,1,75.0,37.5,1.0,0.5,0.5,0.0,0.0,13.333333333333334,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2061,1.0,1.0,1.0,1,2,1,2,2,1125,1,0,0,1,0,80.0,40.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2062,1.5,3.0,4.0,2,7,1,7,2,1125,2,0,0,1,1,177.0,25.285714285714285,1.75,0.375,1.0,7.6271186440677985,12.210148304764727,56.49717514124294,14.124293785310735,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2063,1.5,1.0,2.0,1,5,1,2,1,1125,0,1,1,1,1,85.0,17.0,2.5,0.75,0.4,0.0,0.0,0.0,11.76470588235294,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2064,1.0,1.0,1.0,2,2,1,2,3,1125,1,0,0,1,1,87.0,43.5,2.0,1.0,1.0,0.0,0.0,40.229885057471265,34.48275862068966,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2065,1.0,1.0,1.0,1,2,1,2,1,5,1,0,0,1,1,78.0,39.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2066,1.5,1.0,1.0,1,2,1,2,2,1125,1,0,0,1,1,60.0,30.0,2.0,1.5,1.0,16.367102396514156,11.982498765973133,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2067,1.0,1.0,1.0,1,2,1,1,1,90,0,0,0,1,1,80.0,40.0,2.0,1.0,0.5,18.433641975308635,15.788310162222638,31.25,12.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2068,2.5,2.0,2.0,2,4,1,1,1,1125,0,0,0,1,1,180.0,45.0,2.0,1.25,0.25,0.0,0.0,44.44444444444444,8.333333333333332,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2069,1.0,1.0,1.0,1,2,1,1,2,1125,1,0,0,1,1,39.0,19.5,2.0,1.0,0.5,44.12161625783917,47.23804465300243,89.74358974358975,89.74358974358975,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2070,1.0,1.0,1.0,1,2,0,1,1,25,0,0,0,1,1,60.0,30.0,2.0,1.0,0.5,19.452736318407958,21.296523686575146,8.333333333333332,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2071,1.0,1.0,1.0,1,1,1,1,1,3,1,0,0,1,1,42.0,42.0,1.0,1.0,1.0,0.32102728731941976,1.4882472318894189,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2072,1.5,1.0,1.0,1,2,1,1,2,1125,1,0,0,1,1,126.0,63.0,2.0,1.5,0.5,4.748858447488602,7.5333570013886755,39.682539682539684,15.873015873015872,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2073,1.0,1.0,1.0,1,1,1,1,1,1125,1,0,0,1,1,60.0,60.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2074,1.0,1.0,1.0,1,2,1,1,7,1125,0,0,0,1,1,99.0,49.5,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2075,2.0,1.0,2.0,1,3,1,1,1,30,2,1,1,1,1,89.0,29.666666666666668,1.5,1.0,0.3333333333333333,3.201477605048497,5.0786676413856275,44.9438202247191,14.606741573033707,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2076,1.0,1.0,2.0,1,3,1,1,1,30,2,1,1,1,1,79.0,26.333333333333332,1.5,0.5,0.3333333333333333,3.606727934801457,5.721536963080011,50.63291139240506,18.9873417721519,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2077,1.0,1.0,4.0,1,6,1,1,1,60,2,1,1,1,1,169.0,28.166666666666668,1.5,0.25,0.16666666666666666,1.6859852476290849,2.674564615877637,38.46153846153847,9.467455621301776,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2078,1.0,1.0,3.0,1,3,1,1,1,31,2,1,1,1,1,79.0,26.333333333333332,1.0,0.3333333333333333,0.3333333333333333,3.606727934801457,5.721536963080011,63.29113924050633,18.9873417721519,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2079,1.0,1.0,1.0,1,2,1,1,1,30,2,1,1,1,1,69.0,34.5,2.0,1.0,0.5,4.129442128250949,6.550745218598852,50.72463768115942,21.73913043478261,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2080,1.0,1.0,1.0,1,1,1,1,1,1125,0,0,0,1,1,60.0,60.0,1.0,1.0,1.0,-2.9026217228464435,3.9815021903332313,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2081,0.5,1.0,2.0,2,4,1,1,1,1125,0,0,0,1,1,65.0,16.25,2.0,0.25,0.25,0.0,0.0,0.0,69.23076923076923,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2082,2.0,2.0,2.0,2,4,1,2,1,1125,0,0,0,1,0,260.0,65.0,2.0,1.0,0.5,0.0,0.0,38.46153846153847,9.615384615384617,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2083,1.5,1.0,1.0,2,2,1,2,2,1125,1,0,0,1,1,100.0,50.0,2.0,1.5,1.0,0.0,0.0,35.0,10.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2084,1.0,0.0,1.0,2,3,1,2,1,1125,1,0,0,1,1,90.0,30.0,3.0,1.0,0.6666666666666666,0.0,0.0,55.55555555555556,22.22222222222222,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2085,1.0,1.0,1.0,2,2,1,1,2,1125,2,1,1,1,1,59.0,29.5,2.0,1.0,0.5,0.18574413745064966,6.022394262282251,118.64406779661016,33.89830508474576,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2086,1.0,2.0,2.0,2,3,1,0,2,5,1,0,0,1,0,70.0,23.333333333333332,1.5,0.5,0.0,0.0,0.0,42.857142857142854,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2087,1.0,1.0,2.0,2,3,1,2,2,1125,1,0,0,1,1,65.0,21.666666666666668,1.5,0.5,0.6666666666666666,0.0,0.0,23.076923076923077,23.076923076923077,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2088,1.0,2.0,2.0,2,6,1,2,3,120,1,1,1,1,1,85.0,14.166666666666666,3.0,0.5,0.3333333333333333,0.0,0.0,41.17647058823529,17.647058823529413,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2089,1.0,1.0,1.0,2,4,1,2,2,1125,1,0,0,1,0,74.0,18.5,4.0,1.0,0.5,5.795584316711078,13.087626634692656,60.810810810810814,20.27027027027027,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2090,1.0,0.0,1.0,2,2,1,1,2,1125,1,0,0,1,1,99.0,49.5,2.0,1.0,0.5,5.800470458004692,34.205623474643815,60.60606060606061,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2091,3.0,5.0,9.0,2,14,1,5,1,30,2,1,1,1,1,399.0,28.5,1.5555555555555556,0.3333333333333333,0.35714285714285715,7.042399386896991,11.280798610246224,38.847117794486216,5.012531328320802,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2092,2.5,3.0,4.0,2,6,1,1,7,1125,2,0,0,1,1,300.0,50.0,1.5,0.625,0.16666666666666666,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2093,0.5,1.0,1.0,2,2,0,1,1,1125,0,0,0,1,1,65.0,32.5,2.0,0.5,0.5,0.0,0.0,0.0,69.23076923076923,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2094,1.0,1.0,2.0,2,2,1,1,3,1125,2,0,0,1,0,79.0,39.5,1.0,0.5,0.5,2.0713463751438566,3.46209346206495,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2095,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,1,75.0,37.5,2.0,1.0,0.5,0.0,0.0,33.33333333333333,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2096,1.5,1.0,1.0,1,2,1,1,2,21,1,0,0,1,0,75.0,37.5,2.0,1.5,0.5,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2097,2.0,3.0,5.0,2,8,1,3,1,30,2,1,1,1,1,219.0,27.375,1.6,0.4,0.375,3.9031713267029478,6.191800275113982,45.20547945205479,9.1324200913242,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2098,1.0,2.0,4.0,2,7,1,2,1,60,2,1,1,1,1,165.0,23.571428571428573,1.75,0.25,0.2857142857142857,-2.7629721876297197,4.383044073535229,45.45454545454545,10.303030303030303,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2099,1.5,1.0,1.0,1,2,1,1,1,90,0,0,0,1,1,87.0,43.5,2.0,1.5,0.5,1.6420361247947435,2.6031829382705785,17.24137931034483,5.747126436781609,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2100,2.0,2.0,3.0,2,6,1,2,1,30,2,1,1,1,1,169.0,28.166666666666668,2.0,0.6666666666666666,0.3333333333333333,5.057955742887255,8.023693847632913,44.37869822485207,8.875739644970414,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2101,1.0,1.0,1.0,1,2,1,1,2,7,0,0,0,1,0,75.0,37.5,2.0,1.0,0.5,0.0,0.0,0.0,20.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2102,1.0,1.0,1.0,0,1,1,0,1,1125,1,1,1,1,1,30.0,30.0,1.0,1.0,0.0,20.358829084041542,9.187148860262177,26.666666666666668,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2103,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,1,55.0,27.5,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2104,1.0,1.0,2.0,0,2,0,2,1,3,0,0,0,1,1,45.0,22.5,1.0,0.5,1.0,-15.555555555555555,0.0,22.22222222222222,22.22222222222222,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2105,1.0,1.0,1.0,1,1,1,0,2,7,1,0,0,1,0,50.0,50.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2106,2.0,2.0,2.0,2,6,1,6,2,60,1,0,0,1,1,149.0,24.833333333333332,3.0,1.0,1.0,8.858297742525934,13.98441233932516,83.89261744966443,33.557046979865774,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2107,1.0,1.0,1.0,2,2,1,2,31,365,1,0,0,1,1,99.0,49.5,2.0,1.0,1.0,0.0,0.0,20.2020202020202,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2108,1.0,1.0,1.0,2,3,1,1,2,1125,2,1,1,1,1,69.0,23.0,3.0,1.0,0.3333333333333333,3.5730057408968507,6.9738684246568035,94.20289855072464,36.231884057971016,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2109,1.0,1.0,1.0,2,3,1,1,2,30,2,1,1,1,1,69.0,23.0,3.0,1.0,0.3333333333333333,1.6644338894978405,6.062331282590995,101.44927536231884,28.985507246376812,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2110,1.0,1.0,1.0,1,2,1,1,1,14,0,0,0,1,1,80.0,40.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2111,1.0,1.0,1.0,0,2,1,1,1,5,1,1,1,1,1,55.0,27.5,2.0,1.0,0.5,13.920614596670934,15.955672721232467,18.181818181818183,14.545454545454545,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2112,1.0,1.0,1.0,1,2,1,1,3,1125,0,0,0,1,1,75.0,37.5,2.0,1.0,0.5,0.0,0.0,66.66666666666666,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2113,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,1,50.0,25.0,2.0,1.0,0.5,0.0,0.0,60.0,30.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2114,1.0,1.0,1.0,2,3,1,1,2,30,2,1,1,1,1,69.0,23.0,3.0,1.0,0.3333333333333333,2.505951635133452,5.488639364269632,101.44927536231884,28.985507246376812,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2115,1.0,1.0,4.0,2,5,1,2,1,1125,0,0,0,1,1,112.0,22.4,1.25,0.25,0.4,-5.4088527302813,11.70286622274812,17.857142857142858,13.392857142857142,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2116,1.0,1.0,2.0,2,3,1,1,1,1125,0,0,0,1,1,150.0,50.0,1.5,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2117,1.0,1.0,1.0,1,3,1,1,1,90,1,0,0,1,1,65.0,21.666666666666668,3.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2118,1.0,3.0,3.0,2,6,1,1,1,1125,1,0,0,1,1,104.0,17.333333333333332,2.0,0.3333333333333333,0.16666666666666666,14.367755532139093,15.36791409917318,48.07692307692308,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2119,1.5,1.0,1.0,1,1,0,1,1,5,0,0,0,1,1,60.0,60.0,1.0,1.5,1.0,2.3958333333333304,3.795435021735902,16.666666666666664,16.666666666666664,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2120,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,0,60.0,30.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2121,2.5,1.0,2.0,1,1,1,1,7,360,1,0,0,1,0,105.0,105.0,0.5,1.25,1.0,12.139791538933164,19.352249969438954,114.28571428571428,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2122,1.0,2.0,2.0,2,5,1,2,2,1125,1,0,0,1,0,144.0,28.8,2.5,0.5,0.4,-2.9825498575498544,10.376068658464119,59.02777777777778,10.416666666666668,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2123,1.0,1.0,1.0,1,2,1,1,1,30,2,1,1,1,1,69.0,34.5,2.0,1.0,0.5,4.129442128250949,6.550745218598852,57.971014492753625,21.73913043478261,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2124,1.0,2.0,2.0,2,4,1,2,3,30,1,0,0,1,1,108.0,27.0,2.0,0.5,0.5,1.8359788359788354,4.881882870044416,78.70370370370371,13.88888888888889,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2125,2.0,1.0,1.0,2,4,1,2,2,730,1,0,0,1,1,159.0,39.75,4.0,2.0,0.5,0.0,0.0,50.314465408805034,15.723270440251572,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2126,1.0,2.0,3.0,2,4,1,2,2,1125,2,0,0,1,1,85.0,21.25,1.3333333333333333,0.3333333333333333,0.5,-5.9558823529411775,9.200116395263473,58.82352941176471,23.52941176470588,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2127,1.0,2.0,2.0,2,4,1,2,2,1125,1,0,0,1,1,135.0,33.75,2.0,0.5,0.5,2.1043771043770976,7.438228819831423,37.03703703703704,11.11111111111111,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2128,1.0,1.0,1.0,1,2,1,1,2,1125,0,0,0,1,0,89.0,44.5,2.0,1.0,0.5,0.0,0.0,33.70786516853933,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2129,1.0,1.0,2.0,2,3,1,1,1,4,0,0,0,1,0,120.0,40.0,1.5,0.5,0.3333333333333333,0.0,0.0,16.666666666666664,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
